作者,標題,內文,發佈時間,按讚數,收藏數,討論數
美妆真实打工人,「全肤色」纠结玫珂菲氧气粉底液选什么色的进,"Make up forever的底妆产品，是我年底爱用榜单常客，前年出的仿真肌粉底液是我两年的年度爱用，巨清强透持妆还防蹭，引领我这几年的底妆审美，遮瑕盘散粉也是行业标杆
这次新出的氧气粉底液，哇…也十分惊艳！既仿真肌后又一力作，我觉得可以用仿真肌(水膜版)形容
​
🤎干皮/混干高保湿水润型
​我心里的「水感仿生肌」
很清透的微光感，但上脸和常规干皮粉底液不同，能明显感觉到水感滋润，像在脸上做了一个水膜一样，有质感的薄
水感清透微光妆效，不仅高级而且有灵气，对于冬混干夏混油肤质来说一点不油润，对小毛孔有一定修饰作用
​​
🤎试色选色
​玫珂菲粉底调色一直都是比较厉害的，属于把肤色分的很精细，选对适合你的色号能找到本命色号的程度，和肤色几乎一模一样那种

选了9个这次大陆引进的热门色号
🤍中性偏粉
1N00 (z白)1N02 1N06​
🤍粉调
1R00 1R02​
🤍中性偏黄-暖橄榄（黄绿调）
1Y00​
🤍暖黄(稍偏红)
1Y06 1Y08 2Y20

色号审美：“融肤肌”贴合肤色，选色色号就是本命色号

也做了一个和熬夜粉底液互选色号的对比参考(见图4图5)
​
🤎粉底前后搭配(见图9)
为了找到氧气粉底液的惊艳用法，我用的都不是常规搭配，搭配的都是水润保湿款，一套下来惊艳无比！

#玫珂菲氧气粉底液#玫珂菲#玫珂菲粉底液#makeupforever#干皮粉底液#无滤镜粉底液测评#粉底液色号选择",2024-03-11,2526,980,614
大婉是婉婉呀,水润服帖❗️上妆就像在敷面膜！附色号攻略！,"新品速测！相机自然光无美颜无滤镜测评+色号攻略【看这一篇就够了！】
💛测评：
色号：1N02
质地：水润丝滑
妆效：清透微光妆效
遮瑕：偏弱
持妆：会跟皮肤融为一体，非常自然
氧化：不到1
💚色号
N：中性调：1N00+1N02+1N06
1N02+1N00
1N02+1N06
Y：黄调 1Y00+1Y06+1Y08
1Y00+1Y06
1Y08+1Y06
热门色：1R00/1N00/1N02/1Y06
1N00+1R00
1N02+1R00
1N02+1Y06
#无滤镜粉底液测评#玫珂菲氧气粉底液#新品抢先发#好用的粉底液#氧气底妆公式",2024-03-10,2472,1053,1053
小盐Yeonji,🥯：soft peach低饱和杏桃妆.ᐟ.ᐟ,"5分钟的快速出门妆～
#妆容教程#日常妆容打卡#彩妆分享#ins#韩系妆容#新手化妆",2024-03-23,2288,691,32
嗑颜bot,Princess Dives🍾️张元英媚感富家千金妆,"小圆每一次的妆都美得像另一个次元的..MMA这套真的漂亮的很突出 感觉小圆真的很适合千金人设 天生丽质所以白开水的妆容也驾驭的很好❤️这次妆容可以学到的东西很多耶～看看小圆干净贵气的妆容密码吧～

💌眼部妆容重点：
1.黑灰色大直径美瞳
2.平扬眼线，肤白色做眼部打底，用千净的灰黑色
眼影虙涂眼下部分
3.哑光高光突出卧蚕部分，用细腻的香槟色高光提
亮整个卧蚕
4.卧蚕从前（较重）到后用灰棕色勾勒眼部卧蚕
线，眼角淡粉高光提亮
💌面部妆容重点：
1桃粉色腮红横向椭圆状扫眼下，空T区用哑光高
光提亮；腮红色轻扫带过眼尾
2.偏粉紫调的高光提亮鼻尖 （鼻部下三分之一）
3.浆果红色镜面唇釉涂唇周，加重涂嘴唇内部，做轻微的咬唇妆效果；
4.面部点痣可以转移面部关注重点

#ive#张元英#kpop#安宥真#金秋天#ins#财阀干金穿搭#今日妆容#妆容分享#starship#韩系#女团@美妆情报局@美妆薯@娱乐薯",2023-12-10,2284,1303,17
L露爱美丽,一个视频让你彻底学会伪卡姿兰大眼！,#大家的新年礼#双眼皮贴推荐#双眼皮贴#双眼皮贴如何操作#好物分享#眼妆#眼妆分享#教程#日常化妆#美妆#撸个妆#日常妆容打卡#化妆#笔记灵感,2024-02-10,2230,988,857
别烦小宁,玫珂菲新品一瓶封神！清透微光肌！干皮润麻了,"玫珂菲全新氧气粉底液！还是在干皮粉底液这条赛道上杀出了一条🩸路！！浅封一下新干皮底妆新卷王叭！！干皮吃的有点好了
质地轻薄水润，有点像淡奶油，流动性也很棒丝滑，一抹就化开了贼拉水duangduang！！
不太挑手法！还蛮适合新手哒
是那种清透又透着微微光泽的妆效，通透又奶润像健康皮肤透出来的光泽感！！好看的令人着迷，这应该才是咱们中国女人追求的那种清透微光底妆吧！一瓶封神了！！
最近的皮肤还蛮差的，亲测皮肤状态不好用着也毫无负担！！！干皮混干皮敏皮都合适！！
浅浅体验到了一波白开水伪素颜！
这么贴肤我是没想到的！！遮瑕力对我来说也是刚好，基本小瑕疵能遮住，深色痘印还需要后续叠加遮瑕膏，毕竟人家主打轻薄水润！！在干皮粉底液里已经算不错的啦！像爱卡粉的鼻翼还有眼周都很贴合！尊嘟玫珂菲氧气粉底液你小子就是我的第二张皮了！
我选的色号中一白1N00在我脸上差不多，不会过白，中性白皙肤色橄榄皮会比较合适！
还有双向固色技术这个黑科技的加入，能让色粉在脸上均匀分布，像加了柔焦滤镜，但又完全不会遮盖粉底液给皮肤带来的自然微光感。将近一整瓶都是精华，带妆一天下来皮肤也是白白净净的，不咋氧化
多次叠涂也不会有厚重感，里面加了专属锁水科技，涂粉底跟敷面膜似的！带妆一天下来没啥大问题，依旧不干不卡，水润如初，光能做到这点没有干皮不爱吧？
三角区鼻翼眼下也没有斑驳起皮！卸完妆，皮肤依然水水润润的，好绝！！根本紧绷不了一点！！
#玫珂菲氧气粉底液#干皮#底妆#氧气感底妆公式",2024-03-10,2169,643,669
吴紫瑜MAKEUP,每个学员手把手指导 只有我们小班能够做到,"不要小看每一个发型技巧点
很多化妆师都是在细节上吃亏的

打好基础真的很重要
#广州学化妆#吴紫瑜MAKEUP#广州新娘跟妆#广州化妆师进修#化妆师培训#新娘发型教学",2024-02-06,2130,1262,8
呆呆小琳.（暂退～）,ASMR秋冬返校妆容🧸🤎,#沉浸式化妆#asmr助眠敲击音,2024-02-14,1800,774,215
FashionAmericano,ROSÉ 这个银灰小烟熏妆用了25种化妆品！,"blackpink化妆师@Maeng公开教学ROSÉ 去年Tiffany的银灰小烟熏妆！教学非常细致，轻烟熏妆特别适合单眼皮或者眼睛爱肿的女孩们！并且很多都是平价化妆品！

关键妆容小tips：1）眼影需要在妆容的不同阶段去补充！
关键妆容小tips：2）睫毛必备烧火棍！上下睫毛分开贴！

#rose#ROSE#ROSÉ#rose朴彩英#Rose朴彩英壁纸#ROSE同款#Rose朴彩英#RosE#rose#朴彩英#朴彩英#blackpink#BlACKPINK#BLACKPINK#妆容教程#妆容分享#妆容#彩妆#明星彩妆#彩妝",2023-07-15,1680,657,10
1吱呼呼,GRWM｜ins裸感韩妆💡慵懒显贵～,#妆容分享#日常化妆#日常妆容打卡#撸个妆#韩系#淡颜#清透感#韩妆#妆教#妆容教程,2024-03-21,1252,323,43
CARMELA卡梅拉彩妆,轻欧美🤎口棕，这把高端局！！,"#06棕迹 低饱和裸感浅茶口棕实在美丽！
冷御拽姐标配，口棕人不得爱鼠‼️

裸调茶棕真的有一股很飒很姐的感觉！
轻欧美妆被轻松拿捏👌🏻

普通girl也能浅尝的低饱和口棕🍂
✨薄涂日常不突兀，中古清冷感美女~
厚涂欧美拽姐、废土风酷飒暗黑女反派！！

感谢@白白bai授权分享
#口棕#轻欧美妆#无滤镜口红试色#棕门永存#我的口红日记#妆容分享#口红分享#口红不重样",2024-03-20,1232,349,18
草莓探险家,0,"原相机｜黄黑皮测玫珂菲新品！震惊干皮抗暗沉光泽肌
#黄黑皮#原相机#测评#底妆测评#粉底液测评#粉底测评#干皮粉底液#混干粉底液#光泽感底妆#粉底液分享#干皮底妆#玫珂菲氧气粉底液",2024-03-20,1226,596,533
大萌子的小玫瑰🌹,又爱又恨仿真肌,这个粉底液前段时间火的一塌糊涂。想着风大必有妖，网上口碑大都都在喷它，尤其是暗沉问题，我原本也没打算入。刚好上周陪同事去买手表，路过玫珂菲专柜，好奇心驱使我拿起来看了看，柜哥问我要试什么颜色，我说1y04(看大超测评说氧化没那么夸张)，但柜哥看了下我的脸，推荐1r02，04太黄了，然后马上开启给我试色，不知道是不是先给我用了润色隔离的原因，我特意多等了几分钟，发现暗沉没网上说的那么夸张，果断买下。回家用了两天，确实和大超测的一样，粉质细腻，我本身是痘印痘坑满天飞的混合豆皮，很怕这种速干型的会拔干起皮浮粉，但结果都没有，而且妆感随着时间推移出油融合后，更加好看，带妆十二个小时之后，除了鼻翼和戴眼镜的位置有轻微浮粉，其他地方相当之完整，是不是应该说我爱之又爱的新粉底马上诞生？No!!！！！它的暗沉真的就和网上喷的一毛一样，这尼玛确定不是拿我的脸去沾了泥巴水？黄里泛着红，红！！！！真的是小猪佩奇原版皮肤！！！黄黑红！黄黑红！！！我和包拯只差一个月亮的距离！！！这暗沉程度彻底刷新我三观，这品牌方都能忍？！！！可妆效好、成分表几乎全绿的诱惑，我可能会再冲一瓶1N00试一试，如果还不行，那只有忍痛说分手了图三对比图不明显，手机拍不出来暗沉的原色，实际肉眼看非常明显。如果想入手的朋友，不管黄一白还是冷白皮，直接冲最白，暗沉下来之后刚刚好,2022-06-26,1207,422,235
小希严选,一棒搞定全脸妆容，氛围感满满,#美妆分享#腮红棒#今日妆容,2024-02-26,1165,849,37
Quyen Nguyen,Makeup bridal by Bonnie makeup & academy,#鲜花新娘造型#新娘跟妆#新娘发型#新娘妆#韩式妆容#韩式妆容#化妆培训#化妆培训,2023-11-09,1143,522,31
是小央呀,春日🌸幻想妆容合集来啦|一起过春天,"对春日的期待～从一朵🌸开始，春日就要化花花妆容啦今日的春日幻想创意妆合集来啦选择自己喜欢的get，宝贝们安排起来春日妆容吧
这次的粉绿色系灵感妆容多用的是zcx粉底和大白饼粉饼喽！zcx粉底可是春日常客呀～细腻的粉质和轻薄的妆效真是越夜越美丽！搭配大白粉饼的细闪哑光粉饼定妆，各个角度bulingbuling✨的好高级！
看了下得物上大白饼只要200+就能拿下，比专柜划算一百多了都，因为得物和品牌官方、个人卖家以及跨境商家都有合作，所以货源相对丰富很多，自然也就比咱们线下买便宜。主要它们拥有专业的鉴别设备和美妆实验室，东西用起来妥妥安心～昨晚逛得物发现它们春上新又买了好多，怎么能不心动啊啊，就当送给自己的女神节礼物了

#春日妆容#多巴胺妆容#创意妆容#妆容分享#妆前妆后#合集#新年妆#得物女神节礼物#得物超值好物#粉龙心动妆",2024-02-29,1133,547,26
凯利呀K-MAKEUP,🇰🇷明星化妆师常用的唇釉｜易梦玲同款色号,"👄最近最爱的唇釉就是这款了～
涂上嘴巴就立马有光泽

这款颜色都属于少女色系
唇色深的建议先把唇色遮一下

唇色太深会变色，也不显色～
所以很多唇色深的小姐姐都不敢尝试太浅的唇釉

唇纹深的的也建议涂唇釉
这样会减少唇纹

最后赠送一个小tips 如果想让唇妆效更加持久，可以在涂唇釉之前涂一下唇膏，这样更能锁住唇色👄十分实用
#平价唇釉#唇釉#明星同款#彩妆分享#唇釉试色#唇釉推荐#化妆#我要学化妆#昆明化妆#化妆培训#学化妆",2023-06-17,1049,322,17
是黑疯梨,2024流行妆容趋势-不用粉底！黄黑皮精简化妆,"化妆的尽头就是清透clean makeup
关键在原生质感底妆、空气感野生眉、妈生气色腮红
2024年欧美妆流行趋势，花洛莉亚遮瑕蜜
#2024流行趋势#流行趋势#黄黑皮底妆#白开水妆#欧美伪素颜妆#无粉底妆容#遮瑕#提亮#撸个妆#花洛莉亚遮瑕蜜#花洛莉亚女生宿舍系列#今日上班早八妆",2024-03-15,1002,487,9
imeating,clean makeup｜夏日清透妆容分享,"夏日给妆容做些减法 透气感拿捏🫴

#妆容分享#cleanmakeup#日常妆容#方圆脸妆容#辣味淡妆#妆容教程",2023-08-02,1000,3805,96
凯利呀K-MAKEUP,韩国明星化妆师最爱的化妆盘色号找到了❤️,"之前笔记也发了关于韩国化妆师最爱的眼影盘
CLIO眼影盘里面这个盘真的太美了
黄皮的天菜，
完全就是显嫩减龄的配色
视频里是15号色，
14号色也很美
#眼影分享#被种草就下单的眼影盘#眼影盘#韩国明星化妆师#昆明化妆#昆明明星化妆室",2023-05-14,980,444,30
桔朵彩妆（供应链）,就说这天花板睫毛你想不想要叭,#化妆师#新娘跟妆#睫毛#化妆师睫毛#结婚#睫毛,2023-12-30,917,221,6
迪迪十八,🇲🇾日常上班妆容分享,"这是我目前觉得省时又适合自己的日常妆容 不专业手法 分享给你们laa~🤍

#记录生活#马来西亚#妆容分享#我的日常",2024-01-01,912,256,46
粉色大笨象,选色攻略⭕️ MUF仿真肌粉底液色号试色测评,"✅MUF家的色调分类——R为粉调，Y为黄调，N为中性调
➡️后面的数字越大颜色越深，适用于它其他几个系列，⚠️但也有少数几个色号会有例外
🤦🏻‍♀️氧化程度较重，色号往白了选（看图7）
⭕️仿真肌色号参考⭕️（色号为已氧化效果）
✅“N调中性肤色”
⚜️1N00（Y205）中性一白——适合大部分白皮。
⚜️1N06（Y218）中性二白——适合中性二白或者想提亮的中性自然皮，会偏一点粉，黄皮用它会比1Y04更亮一点。
⚜️1N10（Y235）中性偏黄——这个就明显偏黄，而且氧化以后有点偏绿，适合比较橄榄自然皮或者中性偏黄一点的皮肤
✅“R调粉调肤色”
⚜️1R02（R210）粉调一白——适合粉皮的一二白
⚜️1R12（R230）粉调自然——适合粉皮中的自然皮
✅“Y调暖调肤色”
⚜️1Y04（Y215）黄调一白——我黄1.5白其实不提亮，比较接近肤色，适合喜欢自然的黄一白或者想提亮的黄二白
⚜️1Y08（Y225）黄调自然——适合黄2.5白和黄三白
🧏🏻‍♀️本人夏天混油冬天混干，⭐肤色算黄1-黄1.5白，瑕疵皮，脸部泛红，肤色不均。
💁🏻‍♀️我上脸试了1N06和1Y04，对于我来说 1Y04没有多少提亮，1N06是提亮明显的，所以喜欢白一点的黄皮考虑1N06
🍄遮瑕力——仿真肌跟它名字差不多，遮瑕力我只能一星，单靠它实在支撑不了我这种瑕疵皮。
🍄它的质地其实比较特别，有流动性，而且它实际上是速干型粉底
🍄在脸上几乎没有粉感。所以并不会感觉厚重，但是后续我觉得它会有一种浮于表面的感觉，后续服帖度一般。
🙅🏻‍♀️反正，太油，太干，瑕疵多的都不太行
✅比较适合中性肤质，没有瑕疵，又比较偏爱雾面妆效的。或者搭配遮瑕去用
⚠️不建议多次叠加，妆面干了以后再叠加会影响妆感，颗粒感会加重，建议一次取够量
#无滤镜粉底液测评",2023-03-12,895,388,66
Teayyaaa,MAKEUP#我又换头啦！好喜欢今日眼妆👁️,"💗忙于忙完了毕业事宜从宿舍搬了出来～七月第一天认真画了妆妆出门约会👼🏻✨底妆还是老样子，主要是保湿➕提亮➕遮黑眼圈和嘴角暗沉，我喜欢整体用哑光的产品再在局部用比较显眼的高光提亮～
💗重点眼妆：今天选择了完美日记九宫格眼影#13甜柚🍧这是我在它家买的第三盘眼影了，推荐入这盘！粉质和显色度依然在线，配色很🉑️。尤其是左下很高调的「popping candy」这个闪，它是土豆泥质地的粘性很强 完全不会飞满脸，是我的最爱！！！！
💗我还在努力根据评论修改眉毛和嘴唇的画法😂😂😂😂真的好难 羡慕拥有厚厚嘟嘟性感嘴唇的姐妹们",2019-07-01,843,588,99
